minute,second,time,stage,team,home,player_name,jersey_number,sx,sy,recipient,jersey_number_receiver,ex,ey,dx,dy,length,angle,direction,is_progressive,height,is_cross,is_through,zone_origin,zone_dest,is_complete,passer_pressure,passer_pressure_dist,receiver_pressure,receiver_pressure_dist,bypassed_opponents,risk_measure
36,54,36:54,Final,Italy,Italy,Gianluigi Donnarumma,21,8.5,36.3,Leonardo Bonucci,19,15.7,40.1,7.199999999999999,3.8000000000000043,8.14125297481905,0.4856220932974692,forward,False,Ground Pass,False,False,defensive,defensive,True,0,13.284043680717874,0,8.966433131678219,0,0.19181986894174724
36,56,36:56,Final,Italy,Italy,Leonardo Bonucci,19,17.6,41.7,Ciro Immobile,17,48.9,28.5,31.299999999999997,-13.200000000000003,33.96954518388493,-0.39909362938268467,forward,True,High Pass,False,False,defensive,middle,True,0,6.109250365420189,0,16.253198863814287,1,0.31174153638771135
36,58,36:58,Final,Italy,Italy,Ciro Immobile,17,48.9,28.5,Marco Verratti,6,47.9,43.4,-1.0,14.899999999999999,14.933519344079611,1.6378099248397016,lateral,False,Low Pass,False,False,middle,middle,False,0,5.65807830692342,0,5.880862942040281,0,0.22616478147208338
37,1,37:01,Final,England,Italy,Declan Rice,4,47.8,43.3,Harry Kane,9,33.0,47.6,14.799999999999997,-4.300000000000004,15.412008305214474,-0.2827559574920064,forward,True,Ground Pass,False,False,middle,attacking,True,0,7.9988627300911554,0,9.553317565083194,0,0.22004940851079444
37,6,37:06,Final,England,Italy,Harry Kane,9,33.8,49.1,Harry Maguire,6,57.1,52.9,-23.300000000000004,-3.799999999999997,23.607837681583636,-2.9799258562546713,backward,False,Ground Pass,False,False,attacking,middle,True,1,0.5575571081643843,0,19.831725870920003,1,0.32005422804143063
37,9,37:09,Final,England,Italy,Harry Maguire,6,57.0,53.0,Harry Kane,9,42.8,59.9,14.200000000000003,-6.899999999999999,15.787653403846946,-0.4523166491962698,forward,True,Ground Pass,False,False,middle,middle,True,0,6.991193597815537,0,7.993919243834939,0,0.2243235478682052
37,23,37:23,Final,Italy,Italy,Federico Chiesa,14,43.8,80.0,Giovanni Di Lorenzo,2,33.0,76.3,-10.799999999999997,-3.700000000000003,11.416216536138405,-2.811532041180359,backward,False,Low Pass,False,False,middle,defensive,True,0,,0,,0,0.23075227196613468
37,24,37:24,Final,Italy,Italy,Giovanni Di Lorenzo,2,33.0,76.3,Leonardo Bonucci,19,19.7,58.6,-13.3,-17.699999999999996,22.140009033421823,-2.215200777709221,backward,False,Ground Pass,False,False,defensive,defensive,True,0,13.052529190752756,0,18.384084374868305,0,0.22218198920672666
37,30,37:30,Final,Italy,Italy,Leonardo Bonucci,19,29.7,55.3,Emerson Palmieri dos Santos,13,69.9,1.6,40.2,-53.699999999999996,67.08002683362612,-0.9281896721459031,forward,True,High Pass,False,False,defensive,middle,True,0,10.943628099617923,0,42.48413224503791,1,0.3711371766751164
37,33,37:33,Final,Italy,Italy,Emerson Palmieri dos Santos,13,69.9,1.6,Giorgio Chiellini,3,58.4,5.4,-11.500000000000007,3.8000000000000003,12.111564721372716,2.8224530593175063,backward,False,Ground Pass,False,False,middle,middle,True,0,6.686129517892357,0,10.06306852074152,0,0.21205862212190252
37,35,37:35,Final,Italy,Italy,Giorgio Chiellini,3,64.9,6.1,Emerson Palmieri dos Santos,13,69.9,1.6,5.0,-4.5,6.726812023536855,-0.7328151017865066,forward,False,Ground Pass,False,False,middle,middle,True,0,3.1127896147630025,0,5.56639899619923,0,0.20688944845707474
38,12,38:12,Final,England,Italy,Kyle Walker,2,76.1,17.1,Harry Maguire,6,82.3,47.8,-6.199999999999996,-30.699999999999996,31.319802042797136,-1.7700704066642898,backward,False,Ground Pass,False,False,middle,defensive,True,0,,0,,0,0.28771438545760175
38,17,38:17,Final,England,Italy,Harry Maguire,6,65.1,39.2,Harry Kane,9,46.5,25.799999999999997,18.6,13.400000000000006,22.92422299664702,0.624306258859868,forward,True,Ground Pass,False,False,middle,middle,True,0,3.0389865331590493,0,4.918713735424637,1,0.29690579113486004
38,24,38:24,Final,Italy,Italy,Lorenzo Insigne,10,78.7,27.1,Ciro Immobile,17,89.3,20.3,10.599999999999994,-6.800000000000001,12.593649193144929,-0.570383281649942,forward,True,Ground Pass,False,False,middle,attacking,False,1,2.053177049281902,0,8.00544045399112,1,0.2988800202506939
39,0,39:00,Final,England,Italy,Jordan Pickford,1,92.2,19.299999999999997,Raheem Sterling,10,0.29999999999999716,1.0999999999999943,91.9,18.200000000000003,93.68484402506095,0.1955115344466272,forward,True,High Pass,False,False,defensive,attacking,False,0,24.627125138342162,0,70.77858224090252,0,0.3533795229640522
39,12,39:12,Final,Italy,Italy,Gianluigi Donnarumma,21,6.0,36.0,Leonardo Bonucci,19,7.3,44.4,1.2999999999999998,8.399999999999999,8.499999999999998,1.4172525442553405,forward,False,Ground Pass,False,False,defensive,defensive,True,0,19.8366855109665,0,19.85028537405492,0,0.17125004842742064
39,25,39:25,Final,Italy,Italy,Leonardo Bonucci,19,24.9,40.9,Giorgio Chiellini,3,25.5,22.0,0.6000000000000014,-18.9,18.909521411183306,-1.5390609532664385,lateral,False,Ground Pass,False,False,defensive,defensive,True,0,7.94253313941925,0,11.487005077488094,0,0.22808048304621759
39,26,39:26,Final,Italy,Italy,Giorgio Chiellini,3,25.5,22.0,Gianluigi Donnarumma,21,11.6,36.1,-13.9,14.100000000000001,19.79949494305347,2.3490517545229315,backward,False,Ground Pass,False,False,defensive,defensive,True,0,3.1343314905000335,0,21.07458280784077,0,0.22771417055358173
39,29,39:29,Final,Italy,Italy,Gianluigi Donnarumma,21,11.9,34.8,Leonardo Bonucci,19,13.6,45.6,1.6999999999999993,10.800000000000004,10.93297763649044,1.4146699609515545,forward,False,Ground Pass,False,False,defensive,defensive,True,0,18.26960009520978,0,18.1519740927727,0,0.18241219881470105
39,32,39:32,Final,Italy,Italy,Leonardo Bonucci,19,14.1,46.7,Giovanni Di Lorenzo,2,24.2,72.9,10.1,26.200000000000003,28.079351844371338,1.2028554258808943,forward,True,Ground Pass,False,False,defensive,defensive,True,0,7.574462557793873,0,17.282491782018074,0,0.24869734167831803
39,34,39:34,Final,Italy,Italy,Giovanni Di Lorenzo,2,27.2,75.2,Jorge Luiz Frello Filho,8,36.0,62.0,8.8,-13.200000000000003,15.864425612041554,-0.9827937232473292,forward,False,Ground Pass,False,False,defensive,defensive,True,0,3.2281726604954653,0,6.31129992834789,1,0.2749266580582415
39,36,39:36,Final,Italy,Italy,Jorge Luiz Frello Filho,8,40.0,62.6,Nicolò Barella,18,58.6,55.7,18.6,-6.899999999999999,19.838598740838528,-0.35523086204668153,forward,True,Ground Pass,False,False,middle,middle,True,0,8.750990260785722,0,16.882599735745025,0,0.22374847985648963
39,39,39:39,Final,Italy,Italy,Nicolò Barella,18,63.4,46.7,Emerson Palmieri dos Santos,13,78.7,6.4,15.300000000000004,-40.300000000000004,43.106612021823295,-1.2079529122767871,forward,True,High Pass,False,False,middle,middle,True,1,0.46252936338252676,0,19.784014830309683,2,0.41891058745935544
39,45,39:45,Final,Italy,Italy,Emerson Palmieri dos Santos,13,99.6,15.1,Lorenzo Insigne,10,103.8,8.5,4.200000000000003,-6.6,7.823042886243179,-1.00406710927139,forward,False,Ground Pass,False,False,attacking,attacking,True,0,8.314464190621106,0,14.505671215876959,0,0.19256324883134518
39,46,39:46,Final,Italy,Italy,Lorenzo Insigne,10,103.8,8.5,Emerson Palmieri dos Santos,13,110.4,15.6,6.6000000000000085,7.1,9.693812459502201,0.8218783225203974,forward,False,Ground Pass,False,False,attacking,attacking,True,0,6.033870867095505,0,5.813079621836918,0,0.21066938562861398
39,48,39:48,Final,Italy,Italy,Emerson Palmieri dos Santos,13,110.4,16.0,Ciro Immobile,17,106.9,26.1,-3.5,10.100000000000001,10.689246933250258,1.9043806482946897,backward,False,Ground Pass,False,False,attacking,attacking,False,0,2.6269662063019488,1,2.121687451690577,1,0.29050374608208956
39,50,39:50,Final,England,Italy,Kalvin Phillips,14,106.3,27.1,Harry Kane,9,63.2,26.0,43.099999999999994,1.1000000000000014,43.11403483785761,0.025516502458028632,forward,True,High Pass,False,False,defensive,middle,False,0,8.210243795334375,0,34.935057888759914,0,0.2719126409466018
39,54,39:54,Final,Italy,Italy,Leonardo Bonucci,19,61.5,22.8,Giorgio Chiellini,3,65.5,18.2,4.0,-4.600000000000001,6.095900261651269,-0.8550527371260167,forward,False,Ground Pass,False,False,middle,middle,True,1,2.1908277317129503,0,8.248407843536947,0,0.23695798108973282
39,55,39:55,Final,Italy,Italy,Giorgio Chiellini,3,65.5,18.2,Leonardo Bonucci,19,44.3,21.4,-21.200000000000003,3.1999999999999993,21.44014925321184,2.991780197016896,backward,False,Ground Pass,False,False,middle,middle,True,0,4.116866942574895,0,18.392021318585286,0,0.2337771088839397
39,58,39:58,Final,Italy,Italy,Leonardo Bonucci,19,43.9,21.6,Giovanni Di Lorenzo,2,46.0,39.3,2.1000000000000014,17.699999999999996,17.824140933015535,1.4527042983758025,forward,False,Ground Pass,False,False,middle,middle,True,0,16.44245100607513,0,20.380775623381176,0,0.2025369939107383
39,59,39:59,Final,Italy,Italy,Giovanni Di Lorenzo,2,46.6,39.2,Jorge Luiz Frello Filho,8,53.9,42.3,7.299999999999997,3.0999999999999943,7.930952023559335,0.401580540108879,forward,False,Ground Pass,False,False,middle,middle,True,0,18.546597737013666,0,16.81343681481517,0,0.17482781341888418
40,6,40:06,Final,Italy,Italy,Jorge Luiz Frello Filho,8,63.8,53.1,Leonardo Bonucci,19,51.7,36.5,-12.099999999999994,-16.6,20.541908382621124,-2.2006663422178834,backward,False,Ground Pass,False,False,middle,middle,True,0,5.136339124085961,0,14.96662142515326,0,0.23331072431357838
40,9,40:09,Final,Italy,Italy,Leonardo Bonucci,19,51.7,35.9,Giorgio Chiellini,3,62.0,13.2,10.299999999999997,-22.7,24.92749486009374,-1.144832844194601,forward,True,Ground Pass,False,False,middle,middle,True,0,11.372322370390618,0,13.998477725022243,0,0.2373996870707047
40,11,40:11,Final,Italy,Italy,Giorgio Chiellini,3,62.0,13.2,Lorenzo Insigne,10,64.2,2.9,2.200000000000003,-10.299999999999999,10.532331175955301,-1.3603661234484228,forward,False,Ground Pass,False,False,middle,middle,True,0,2.645099378613013,0,11.14017275194612,0,0.21254254808078007
40,13,40:13,Final,Italy,Italy,Lorenzo Insigne,10,62.8,3.1,Leonardo Bonucci,19,48.5,28.5,-14.299999999999997,25.4,29.14875640571995,2.0835595490018908,backward,False,High Pass,False,False,middle,middle,True,1,1.8802854111125273,0,18.536698473959085,1,0.3352801094027357
40,18,40:18,Final,Italy,Italy,Leonardo Bonucci,19,42.6,29.4,Jorge Luiz Frello Filho,8,50.3,57.0,7.699999999999996,27.6,28.653970056520965,1.298728610122212,forward,False,Ground Pass,False,False,middle,middle,True,0,18.203960010052437,0,13.431563047247737,0,0.23826700437428994
40,24,40:24,Final,Italy,Italy,Jorge Luiz Frello Filho,8,65.0,60.9,Giovanni Di Lorenzo,2,77.4,76.9,12.400000000000006,16.000000000000007,20.242529486208,0.9114862584620388,forward,True,Ground Pass,False,False,middle,middle,True,0,5.193666811992168,0,15.940302696826665,0,0.23132721803513323
40,26,40:26,Final,Italy,Italy,Giovanni Di Lorenzo,2,77.4,76.3,Ciro Immobile,17,82.4,63.0,5.0,-13.299999999999997,14.208800090085015,-1.2112019334816335,forward,False,Ground Pass,False,False,middle,attacking,True,0,3.2659545568592,1,2.0786046744242737,1,0.2996493530792353
40,31,40:31,Final,Italy,Italy,Ciro Immobile,17,86.6,60.5,Nicolò Barella,18,87.4,63.4,0.8000000000000114,2.8999999999999986,3.0083217912982665,1.3016288340091924,lateral,False,Ground Pass,False,False,attacking,attacking,False,2,1.648259649679962,0,2.8520689188279147,1,0.310898961115109
40,32,40:32,Final,Italy,Italy,Ciro Immobile,17,90.9,61.7,Nicolò Barella,18,89.7,64.3,-1.2000000000000028,2.5999999999999943,2.863564212655267,2.0032041023654363,backward,False,Ground Pass,False,False,attacking,attacking,True,1,1.3378214095794674,1,1.757579813266526,1,0.30379243989653454
41,13,41:13,Final,Italy,Italy,Marco Verratti,6,89.7,64.3,Giovanni Di Lorenzo,2,110.4,37.9,20.700000000000003,-26.4,33.547727195743086,-0.9058316094194496,forward,True,High Pass,True,False,attacking,attacking,False,0,11.50365932151567,0,3.4975153706750017,3,0.4016513191671866
41,16,41:16,Final,Italy,Italy,Federico Chiesa,14,94.3,41.1,Jorge Luiz Frello Filho,8,100.0,22.7,5.700000000000003,-18.400000000000002,19.262658175859325,-1.2703890005789278,forward,False,High Pass,False,False,attacking,attacking,True,1,2.362875601680907,0,13.524381589299585,0,0.26874579283599576
41,18,41:18,Final,Italy,Italy,Jorge Luiz Frello Filho,8,98.9,23.9,Emerson Palmieri dos Santos,13,104.6,17.3,5.699999999999989,-6.599999999999998,8.72066511224917,-0.8584387287005685,forward,False,Ground Pass,False,False,attacking,attacking,True,1,1.2661271609386513,0,6.091474640185248,0,0.2481804203197619
41,21,41:21,Final,Italy,Italy,Emerson Palmieri dos Santos,13,103.0,12.9,Jorge Luiz Frello Filho,8,85.6,19.0,-17.400000000000006,6.1,18.438275407423554,2.8044059325329087,backward,False,Ground Pass,False,False,attacking,attacking,True,0,4.807842231554306,0,13.51772359430557,0,0.22933726161044243
41,23,41:23,Final,Italy,Italy,Jorge Luiz Frello Filho,8,84.9,18.9,Lorenzo Insigne,10,81.4,28.5,-3.5,9.600000000000001,10.218121158021177,1.9204034505852983,backward,False,Ground Pass,False,False,attacking,attacking,True,0,5.038082570626616,0,8.289678974716686,0,0.21104240751599285
41,25,41:25,Final,Italy,Italy,Lorenzo Insigne,10,81.4,28.5,Jorge Luiz Frello Filho,8,83.1,18.1,1.6999999999999886,-10.399999999999999,10.53802638068438,-1.408767764060331,forward,False,Ground Pass,False,False,attacking,attacking,True,0,3.788478110290864,0,9.553912487966846,0,0.21251115630985606
41,28,41:28,Final,Italy,Italy,Jorge Luiz Frello Filho,8,91.6,16.0,Emerson Palmieri dos Santos,13,105.2,2.5,13.600000000000009,-13.5,19.162724232217094,-0.7817081432452476,forward,True,Ground Pass,False,False,attacking,attacking,True,0,3.677259043394828,0,11.5279400068896,0,0.23525624954154534
41,30,41:30,Final,Italy,Italy,Emerson Palmieri dos Santos,13,105.2,2.5,Federico Chiesa,14,96.7,6.0,-8.5,3.5,9.192388155425117,2.7509856098921066,backward,False,Ground Pass,False,False,attacking,attacking,True,0,3.5504957580076395,0,6.241587436164306,0,0.21255840796748499
41,37,41:37,Final,Italy,Italy,Federico Chiesa,14,98.4,9.5,Lorenzo Insigne,10,86.5,18.9,-11.900000000000006,9.399999999999999,15.164761785138602,2.473030829426803,backward,False,Ground Pass,False,False,attacking,attacking,True,0,5.175568136430853,0,9.411514811036113,0,0.2237922803341687
41,39,41:39,Final,Italy,Italy,Lorenzo Insigne,10,86.5,18.9,Jorge Luiz Frello Filho,8,88.2,12.4,1.7000000000000028,-6.499999999999998,6.718630812896329,-1.3149877621795243,forward,False,Ground Pass,False,False,attacking,attacking,True,0,4.551646852006247,0,8.301114407307779,0,0.2017557071961994
41,41,41:41,Final,Italy,Italy,Jorge Luiz Frello Filho,8,89.7,12.0,Marco Verratti,6,82.3,21.6,-7.400000000000006,9.600000000000001,12.121056059601411,2.227497988914331,backward,False,Ground Pass,False,False,attacking,attacking,True,0,3.243857305538111,0,11.227140651642184,0,0.21608474226388963
41,44,41:44,Final,Italy,Italy,Marco Verratti,6,87.0,21.1,Emerson Palmieri dos Santos,13,100.1,5.2,13.099999999999994,-15.900000000000002,20.60145625920653,-0.8816515286210744,forward,True,Ground Pass,False,False,attacking,attacking,True,0,4.389538138087751,0,9.58662168408269,0,0.2403615431632784
41,49,41:49,Final,Italy,Italy,Emerson Palmieri dos Santos,13,98.6,5.7,Jorge Luiz Frello Filho,8,84.1,12.2,-14.5,6.499999999999999,15.890248582070704,2.720173446701989,backward,False,Ground Pass,False,False,attacking,attacking,True,0,3.6265819397244625,0,10.177273503159883,0,0.22740976803246576
41,51,41:51,Final,Italy,Italy,Jorge Luiz Frello Filho,8,84.5,12.6,Marco Verratti,6,79.1,21.1,-5.400000000000006,8.500000000000002,10.070253224224308,2.1367639298426626,backward,False,Ground Pass,False,False,attacking,middle,True,0,4.653833369293137,0,9.182236227675611,0,0.210251510373363
41,53,41:53,Final,Italy,Italy,Marco Verratti,6,79.4,21.0,Emerson Palmieri dos Santos,13,96.5,5.0,17.099999999999994,-16.0,23.418155350069735,-0.7521777610205218,forward,True,Ground Pass,False,False,middle,attacking,True,0,3.8034790179907505,0,8.71919085783725,0,0.2502410601000124
41,56,41:56,Final,Italy,Italy,Emerson Palmieri dos Santos,13,99.0,5.0,,0,101.7,7.4,2.700000000000003,2.4000000000000004,3.612478373637691,0.7266423406817252,forward,False,Low Pass,False,False,attacking,attacking,False,0,3.787300629124826,1,0.8155050003320697,0,0.22702108743576577
42,17,42:17,Final,Italy,Italy,Emerson Palmieri dos Santos,13,103.5,0.1,Lorenzo Insigne,10,116.0,4.6,12.5,4.5,13.285330255586423,0.34555558058171215,forward,True,Low Pass,False,False,attacking,attacking,True,0,6.845172540111118,0,8.000717454550808,0,0.21737723612904353
42,45,42:45,Final,England,Italy,Jordan Pickford,1,113.0,35.9,,0,41.099999999999994,22.700000000000003,71.9,13.199999999999996,73.10164156843538,0.18156645541550337,forward,True,High Pass,False,False,defensive,middle,False,0,,0,,0,0.40728992043573164
42,49,42:49,Final,Italy,Italy,Leonardo Bonucci,19,41.2,22.8,Ciro Immobile,17,69.2,27.7,28.0,4.899999999999999,28.425516705945732,0.1732456664523649,forward,True,High Pass,False,False,middle,middle,False,0,5.4431834725355825,0,14.665722523348087,1,0.298583958120691
42,53,42:53,Final,Italy,Italy,Marco Verratti,6,60.8,33.9,Nicolò Barella,18,66.6,36.7,5.799999999999997,2.8000000000000043,6.4404968752418466,0.4497596130698398,forward,False,Low Pass,False,False,middle,middle,True,1,1.9658793999348074,0,3.3976187065910812,1,0.2863221481498313
42,58,42:58,Final,England,Italy,John Stones,5,76.9,26.0,Harry Kane,9,62.3,17.5,14.600000000000001,8.5,16.894081803992783,0.5272222969496269,forward,True,Ground Pass,False,False,middle,middle,True,0,3.4481415072177524,0,2.66894018206098,1,0.28142675471580364
43,0,43:00,Final,England,Italy,Harry Kane,9,63.6,20.5,Mason Mount,19,43.8,29.1,19.800000000000004,-8.600000000000001,21.58703314492291,-0.4097579279243829,forward,True,Ground Pass,False,False,middle,middle,True,0,,0,,0,0.2598601535474035
43,2,43:02,Final,England,Italy,Mason Mount,19,46.099999999999994,18.6,Harry Kane,9,47.8,7.700000000000003,-1.7000000000000028,10.899999999999999,11.031772296417289,1.7255131918719615,backward,False,Ground Pass,False,False,middle,middle,True,1,1.8795760808450708,0,9.775102526010745,1,0.2927852870181428
43,5,43:05,Final,England,Italy,Harry Kane,9,40.8,6.299999999999997,Raheem Sterling,10,3.200000000000003,29.299999999999997,37.599999999999994,-23.0,44.07675124144246,-0.5489796024670088,forward,True,High Pass,False,False,middle,attacking,False,0,2.612497756435487,0,23.45128886570028,1,0.3383078831979461
43,11,43:11,Final,Italy,Italy,Gianluigi Donnarumma,21,13.0,34.2,Nicolò Barella,18,34.7,48.8,21.700000000000003,14.599999999999994,26.154349542666893,0.5922443596557094,forward,True,Ground Pass,False,False,defensive,defensive,True,0,,0,,0,0.272931366013755
43,14,43:14,Final,Italy,Italy,Nicolò Barella,18,39.4,50.9,Jorge Luiz Frello Filho,8,39.2,35.7,-0.19999999999999574,-15.199999999999996,15.201315732527888,-1.583953462267652,lateral,False,Ground Pass,False,False,defensive,defensive,True,0,6.435058320599214,0,11.714430948748138,0,0.21952064481945294
43,19,43:19,Final,Italy,Italy,Jorge Luiz Frello Filho,8,54.7,39.3,Nicolò Barella,18,71.0,51.4,16.299999999999997,12.100000000000001,20.30024630392449,0.6385750402648616,forward,True,Ground Pass,False,False,middle,middle,True,0,11.83057475126984,0,10.889516056761863,0,0.2267780263562003
43,30,43:30,Final,England,Italy,Declan Rice,4,38.599999999999994,65.0,Raheem Sterling,10,28.799999999999997,45.3,9.799999999999997,19.700000000000003,22.002954347087122,1.1091812353204262,forward,False,Ground Pass,False,False,attacking,attacking,False,0,,0,,0,0.2610504793162586
43,31,43:31,Final,Italy,Italy,Giorgio Chiellini,3,28.9,45.4,Nicolò Barella,18,30.2,65.5,1.3000000000000007,20.1,20.141995928904365,1.5062096663702242,forward,False,Ground Pass,False,False,defensive,defensive,True,0,4.707124467643551,0,7.012054855100721,0,0.24131140521898808
43,34,43:34,Final,Italy,Italy,Nicolò Barella,18,29.6,62.5,Jorge Luiz Frello Filho,8,31.9,54.7,2.299999999999997,-7.799999999999997,8.132035415564786,-1.2840509226629555,forward,False,Ground Pass,False,False,defensive,defensive,True,0,5.963666594762398,0,8.28937541882569,0,0.20366315191466242
43,37,43:37,Final,Italy,Italy,Jorge Luiz Frello Filho,8,33.5,55.9,Giovanni Di Lorenzo,2,22.4,61.6,-11.100000000000001,5.700000000000003,12.477980605851256,2.6671927707978855,backward,False,Ground Pass,False,False,defensive,defensive,True,1,1.672118400969524,0,14.020147153245386,0,0.24985130335726158
43,38,43:38,Final,Italy,Italy,Giovanni Di Lorenzo,2,22.4,61.6,Nicolò Barella,18,31.8,65.5,9.400000000000002,3.8999999999999986,10.176934705499493,0.39327940505389664,forward,False,Ground Pass,False,False,defensive,defensive,True,0,4.229471528671396,0,7.710971251439637,0,0.21277360414109997
43,41,43:41,Final,Italy,Italy,Nicolò Barella,18,28.0,65.4,Jorge Luiz Frello Filho,8,29.6,55.1,1.6000000000000014,-10.300000000000004,10.423531071570713,-1.41668821022947,forward,False,Ground Pass,False,False,defensive,defensive,True,1,1.9727509919641983,0,4.8498347644429876,1,0.2961604766049572
43,42,43:42,Final,Italy,Italy,Jorge Luiz Frello Filho,8,28.6,54.9,Giovanni Di Lorenzo,2,14.9,65.1,-13.700000000000001,10.199999999999996,17.080105386091734,2.501604410908642,backward,False,Ground Pass,False,False,defensive,defensive,True,0,5.815881300735397,0,12.476602885235803,0,0.22502676113928344
43,45,43:45,Final,Italy,Italy,Giovanni Di Lorenzo,2,15.5,55.9,Gianluigi Donnarumma,21,15.1,35.9,-0.40000000000000036,-20.0,20.00399960007998,-1.590793660768047,lateral,False,Ground Pass,False,False,defensive,defensive,True,0,7.0364135099255805,0,18.44230264591139,0,0.22516765753533635
43,49,43:49,Final,Italy,Italy,Gianluigi Donnarumma,21,18.4,34.8,Marco Verratti,6,36.2,33.5,17.800000000000004,-1.2999999999999972,17.847408775505762,-0.07290426981534379,forward,True,Ground Pass,False,False,defensive,defensive,True,0,5.661755936116657,0,9.366249726763671,0,0.23077774609064683
43,51,43:51,Final,Italy,Italy,Marco Verratti,6,35.2,35.2,Jorge Luiz Frello Filho,8,35.2,42.7,0.0,7.5,7.5,1.5707963267948966,lateral,False,Ground Pass,False,False,defensive,defensive,True,0,3.918880857575277,0,7.018991095646933,0,0.20632412105643003
43,52,43:52,Final,Italy,Italy,Jorge Luiz Frello Filho,8,35.2,42.7,Ciro Immobile,17,48.3,35.9,13.099999999999994,-6.800000000000004,14.759742545180112,-0.47879796487557635,forward,True,Ground Pass,False,False,defensive,middle,True,0,5.703423448404786,0,13.245445138566085,0,0.2177366013480159
43,53,43:53,Final,Italy,Italy,Ciro Immobile,17,48.3,35.9,Jorge Luiz Frello Filho,8,37.3,41.0,-11.0,5.100000000000001,12.124768039018313,2.707456769140431,backward,False,Ground Pass,False,False,middle,defensive,True,0,5.335172183415507,0,6.804248427017508,0,0.21763237857804268
43,57,43:57,Final,Italy,Italy,Jorge Luiz Frello Filho,8,52.1,40.0,Lorenzo Insigne,10,93.5,10.8,41.4,-29.2,50.661622555934784,-0.6142835172979918,forward,True,High Pass,False,False,middle,attacking,True,0,3.126817402552171,0,24.410453535225564,1,0.35534605249682694
44,6,44:06,Final,Italy,Italy,Lorenzo Insigne,10,118.1,6.9,Marco Verratti,6,110.4,6.9,-7.699999999999989,0.0,7.699999999999989,3.141592653589793,backward,False,Low Pass,False,False,attacking,attacking,True,0,,0,,0,0.22011682399523694
44,8,44:08,Final,Italy,Italy,Marco Verratti,6,111.5,7.3,Emerson Palmieri dos Santos,13,102.6,4.7,-8.900000000000006,-2.5999999999999996,9.272000862812735,-2.8573671380234145,backward,False,Ground Pass,False,False,attacking,attacking,True,0,6.110621486248036,0,10.835570930409894,0,0.20398374891007834
44,15,44:15,Final,Italy,Italy,Federico Chiesa,14,93.5,32.5,Giovanni Di Lorenzo,2,83.2,52.9,-10.299999999999997,20.4,22.852789764052876,2.038357810135653,backward,False,Ground Pass,False,False,attacking,attacking,True,0,2.5056367936445816,0,18.41038035553322,0,0.24025380357454046
44,17,44:17,Final,Italy,Italy,Giovanni Di Lorenzo,2,83.2,52.9,Nicolò Barella,18,91.6,66.9,8.399999999999991,14.000000000000007,16.32666530556684,1.0303768265243132,forward,False,Ground Pass,False,False,attacking,attacking,True,0,13.02033390034911,0,19.81413929224448,0,0.2040671882598861
44,20,44:20,Final,Italy,Italy,Nicolò Barella,18,92.3,68.6,Giovanni Di Lorenzo,2,77.9,65.5,-14.399999999999991,-3.0999999999999943,14.729901561110301,-2.9295510039135317,backward,False,Ground Pass,False,False,attacking,middle,True,0,3.359700687830664,0,14.13093435302486,0,0.22027476301889945
44,22,44:22,Final,Italy,Italy,Giovanni Di Lorenzo,2,78.3,59.3,Leonardo Bonucci,19,68.2,37.6,-10.099999999999994,-21.699999999999996,23.93532953606446,-2.006413895835856,backward,False,Ground Pass,False,False,middle,middle,True,0,6.859916938743155,0,21.60699512089916,0,0.23330913826601576
44,26,44:26,Final,Italy,Italy,Leonardo Bonucci,19,71.6,33.5,Marco Verratti,6,79.8,30.2,8.200000000000003,-3.3000000000000007,8.839117603018982,-0.3826072143578001,forward,False,Ground Pass,False,False,middle,middle,True,0,10.92114109596576,0,9.27951075052683,0,0.19708091617639734
44,31,44:31,Final,Italy,Italy,Marco Verratti,6,84.1,24.4,Jorge Luiz Frello Filho,8,76.8,35.7,-7.299999999999997,11.300000000000004,13.452880732393343,2.1443669427109273,backward,False,Ground Pass,False,False,attacking,middle,True,0,3.681220501087637,0,11.780280549797352,0,0.21863982690277267
44,34,44:34,Final,Italy,Italy,Jorge Luiz Frello Filho,8,77.7,37.6,Giovanni Di Lorenzo,2,81.9,58.7,4.200000000000003,21.1,21.513948963405117,1.3743123437207763,forward,False,Ground Pass,False,False,middle,attacking,True,0,5.978568769222235,0,12.37867549302325,0,0.23757279872813708
44,37,44:37,Final,Italy,Italy,Giovanni Di Lorenzo,2,88.2,66.3,Nicolò Barella,18,84.9,55.9,-3.299999999999997,-10.399999999999999,10.911003620199196,-1.8780551421260385,backward,False,Ground Pass,False,False,attacking,attacking,True,0,3.616041940670175,0,7.139958112134297,0,0.2164180847160484
44,40,44:40,Final,Italy,Italy,Nicolò Barella,18,86.2,55.9,Marco Verratti,6,79.8,40.1,-6.400000000000006,-15.799999999999997,17.046993869888027,-1.9556599748065593,backward,False,Ground Pass,False,False,attacking,middle,True,0,5.114783158785819,0,13.08949184509637,0,0.22534530826223606
44,42,44:42,Final,Italy,Italy,Marco Verratti,6,81.8,38.8,Lorenzo Insigne,10,115.5,21.6,33.7,-17.199999999999996,37.835565279244875,-0.4719216518610566,forward,True,High Pass,False,True,attacking,attacking,True,0,5.9846868320959725,0,15.997882903076322,1,0.3232679365665009
